"Company Name","Advertising","Agency of Record","Audit","Business Intelligence/Big Data","Collaboration","CRM / Marketing Automation","Data Management","Data Storage","Databases","Ecommerce","Enterprise Applications","ERP","Finance","Hardware/OS/Systems Environment","HR","ITSM","Languages","Medical","Mobility","Networking","Programming Tools","Security","Servers","Service Providers","Telecommunications","Virtualization"
"Glacier Bancorp",,,,"Splunk",,,"Jack Henry Synergy ECM, Kofax, Microsoft Active Directory",,"Microsoft SQL Server",,"Jack Henry Banking, logicpath",,"Flexi Enterprise Accounting Software",,"UltiPro",,"Microsoft ASP.NET",,,,,"IBM Security Trusteer, IBM Security Trusteer Rapport",,,"CenturyLink","Citrix, Citrix XenApp (formerly MetaFrame and Presentation Server), NetApp / Cisco FlexPod Data Center Platform"
"Glenview State Bank",,,,,,,,,,,,,,,,,,,,,,,,,"Comcast Business",
"Global Credit Union",,,,,,,,,,,,,,,,,,,,,"Docker",,,,,
"Gold Coast Bank - NY",,,,"Google Analytics",,,,,,"WooCommerce",,,,,,,,,,,,,,,,
"Goldwater Bank, N.A.",,,,"Google Analytics",,,,"jsDelivr",,,,,,,,,,,,,,,,,,
"Grand Bank of Texas",,,,,,,,,,,,,,,,,,,,,,,,,,
"Granite Bank","Google AdWords",,,"Google Analytics",,,,,,,,,,,,,"Microsoft ASP.NET",,,,,,,,"CTC Communications",
"Granite Credit Union","AdRoll, Facebook Pixel",,,"Google Analytics",,,,"WordPress",,,,,,,,,,,,,,,,,,
"Great Lakes Credit Union",,,,"Google Analytics",,,,,,,,,,,,,"Microsoft ASP.NET",,,,"Modernizr",,,,,
"Greater Iowa Credit Union","Facebook Pixel, Google Tag Manager",,,,,"LivePerson",,,,,,,,,,,"Microsoft ASP.NET",,,,"Bootstrap",,,,"Cisco Systems, ShoreTel",
"Greater Kentucky Credit Union",,,,,,,,,,,,,,,,,"Microsoft ASP.NET",,,,,,,,,
"Grow Financial Federal Credit Union","Marchex",,,"Verint Systems",,,,"Dell Compellent",,,,,,,,"KACE Systems Management Appliance (SMA K1000)",,,"Symitar Episys Anywhere",,,,"Dell PowerEdge Servers","Cypress Consulting","Level 3 Communications","VMware, VMware vSphere"
"GSA Federal Credit Union",,,,,,,,,,,,,,,,,"Microsoft ASP.NET",,,,,,,,"Verizon Wireless",
"Guadalupe Credit Union","SEO Pack",,,"Google Analytics",,,,"WordPress",,,,,,,,,"Microsoft ASP.NET",,,,,,,,,
"Guaranty Bank","Google Tag Manager",,,,,,,,,,,,,,,,,,,,,"Barracuda Email Security",,,"Windstream Communications",
"Guaranty Bank & Trust",,,,"Google Analytics, MicroStrategy Business Intelligence",,,"Attachmate (Micro Focus)",,,"Siteimprove",,,"NOVAtime 4000 STAR","Microsoft Windows 7",,,"AJAX, jQuery, Microsoft ASP.NET",,,,,"Carbon Black (formerly Bit9), DigiCert SSL, Proofpoint","Microsoft Internet Information Services (IIS)",,"Level 3 Communications",
"Guaranty Bank & Trust Mississippi",,,,"Google Analytics",,,,,,"Crazy Egg",,,,,,,,,,,,"Barracuda Email Security",,,,
"Guaranty Bank and Trust","Google Tag Manager",,,"Google Analytics",,,,,,,,,,,,,"Microsoft ASP.NET",,,,,,,,"Suddenlink",
"Guardian Credit Union",,,,,"Microsoft Exchange",,"Microsoft Active Directory","MailStore Email Archiving",,,"DocuSign Electronic Signature Solution",,,,,,"ASP",,,"ADTRAN Network Hardware, Cisco Routers and Switches",,"Google Postini, Trend Micro, Trend Micro ServerProtect","Microsoft Windows Servers",,"Cisco Systems",
"Guardian Savings Bank",,,,"Google Analytics",,,,,,,,,,,,,,,,,,,,,"Verizon Wireless",
"Gulf Coast Federal Credit Union",,,,"Google Analytics",,,,,,,,,,,,,,,,,,,,,,
"Gulf Winds Federal Credit Union","Google Tag Manager",,,"Google Analytics","Microsoft SharePoint",,"Microsoft Active Directory",,,,,,,"HP-UX","ADP",,,,,,,"Symantec MessageLabs, Symantec Norton Security (formerly Norton AntiVirus)","UNIX",,,
"Hamilton State Bank",,,,,,,,"MaxCDN",,,,,,,,,,,,,,,,,"Birch Communications",
"Hamlin Bank & Trust",,,,,,,,,,,,,,,,,"CSS, Microsoft ASP.NET",,,"Neustar UltraDNS",,"Symantec MessageLabs",,,"Verizon Wireless",
"Hanscom Federal Credit Union",,,,,,,,,,,,,,,,,,,,,,,,,"XO Communications",
"Happy State Bank","Google DoubleClick products (AdMeld)",,,"Google Analytics",,"KISSmetrics",,,,,"Ellie Mae (MortgageCEO)",,,,,,"CSS, jQuery",,,,"Microsoft .NET Framework","Comodo SSL, Core Impact, Symantec Verisign SSL, Vasco Data Security",,,"AT&T",
"HarborOne Bank","Google Tag Manager, Marchex",,,,"Microsoft Lync, Microsoft SharePoint",,,,,,,,,,,,,,,,"Bootstrap",,,,"Aspect, Aspect Unified IP, CTC Communications",
"Harleysville Savings Financial Corporation","Google Tag Manager",,"ParenteBeard LLC","Google Analytics",,,,,,,,,,,,,"CSS, jQuery, Microsoft ASP.NET",,,,"Apache, Modernizr, MooTools","Comodo SSL","Apache Servers, Microsoft Internet Information Services (IIS)",,,
"Havana National Bank",,,,"Google Analytics",,,,,,,,,,,,,,,,,,,,,,
"Hawaii Central Federal Credit Union","Google Tag Manager",,,,,,,,,,,,,,,,,,,,,,,,,
"Hawaii Community Federal Credit Union",,,,,,,,,,,,,,,,,,,,,,,,,,
"Hawaii State FCU",,,,,,,,,,,,,,,,,,,,,,,,,,
"Hawaiian Electric Industries",,,,"Google Analytics",,,,,,,,,,,,,,,,,"Jenkins",,,,,
"Hawaiian Tel Federal Credit Union",,,,,,,,,,,,,,,,,,,,,,,,,,
"Hawthorn Bank",,,,"Google Analytics",,,,,,,,,,,,,"Microsoft ASP.NET",,,,,"McAfee VirusScan",,,"CenturyLink",
"Headwaters State Bank",,,,,,,,,,,,,,,,,"Microsoft ASP.NET",,,,,,,,,
"Heartland Bank & Trust Co.","Facebook Pixel, Google Tag Manager",,,,,,,,,,,,,,,,"Microsoft ASP.NET",,,,,,"Apache Servers",,,
"Heartland Credit Union",,,,,,,,"WordPress",,"Yoast","Doxim Client Onboarding",,,,,,,,,,,,,,"AT&T",
"Heartland Financial USA",,,,"Information Builders WebFOCUS","Microsoft SharePoint, Microsoft SharePoint 2010","Microsoft Dynamics CRM","BMC, BMC Footprints, Hyland OnBase ECM",,,,,,,,"Workday HCM",,"HTML, Microsoft ASP.NET",,,,"Apache","Barracuda Email Security, IBM Security Trusteer, Microsoft Azure Multi-Factor Authentication (formerly PhoneFactor)","Apache Servers",,"CenturyLink","Turbonomic (formerly VMTurbo)"
"Heartland National Bank",,,,,,,,,,,,,,,,,,,,,,,,,,
"Hebron Savings Bank",,,,,,,,,,,,,,,,,,,,,,"Symantec MessageLabs",,,,
"Heritage Community Credit Union","Google Tag Manager",,,"Google Analytics","Microsoft Exchange",,"Microsoft Active Directory",,,,,,,"Microsoft Windows 7",,"BMC Track-It!, KACE Systems Management Appliance (SMA K1000)","HTML",,,,,"Symantec, Veritas Backup Exec","Apache Servers, Apache Tomcat, Microsoft Exchange Server 2010","TPx Communications","ShoreTel",
"Heritage Trust Federal Credit Union","Google Tag Manager",,,"Google Analytics, Verint Systems",,,"Verint Impact 360","Amazon Simple Storage Solution (S3)",,,,,,,,,"CSS",,,,,"Proofpoint",,,"Spirit Communications","Amazon CloudFront, Amazon Web Services (AWS)"
"Hickam Federal Credit Union",,,,,,,"Oracle",,"MySQL",,,,,,,,"HTML, PHP",,,,"JDK",,,,"Cisco IP Telephony (VoIP), Cisco Systems, Level 3 Communications",
"Hickory Point Bank","Google Tag Manager",,,,,,,,,,,,,,,,,,,,,,"Apache Servers",,"Windstream Communications",
"High Point Bank",,,"Dixon Hughes Goodman",,"Microsoft Exchange, Microsoft Outlook",,"Microsoft Active Directory, Microsoft Windows Server Update Services (WSUS)",,,,,,"SpendMap","Microsoft Windows 7",,,"VBScript",,,,,"AppRiver, McAfee (formerly Intel Security), McAfee Anti-Virus, Trend Micro, Trend Micro Anti-Virus","IBM AS/400, IBM iSeries, Microsoft Windows Server 2003, Microsoft Windows Server 2008, Microsoft Windows Server 2012, Microsoft Windows Servers",,,"VMware"
"Hilltop Securities",,,,"Cisco Tidal Enterprise Scheduler, Google Analytics",,,,,,,,,,,,,,,,,,"FireEye, Forcepoint (Websense), Proofpoint","Microsoft Windows Servers",,"AT&T, Cisco Systems",
"Hingham Institution for Savings",,,"Wolf & Company","Google Analytics",,,,,,"Yoast",,,,,,,"CSS, Microsoft ASP.NET",,,,"MooTools","Thawte SSL",,,,
"Hinsdale Bank & Trust",,,,"Google Analytics",,,,,,,,,,,,,"Microsoft ASP.NET",,,,,,,,,
"Hiway Federal Credit Union","Google Tag Manager",,,"Google Analytics",,,,,,,,,,,,,,,,,"Modernizr",,,,,
"Home Loan Investment Bank","Google AdSense",,,"Google Analytics",,,"Oracle",,"MySQL",,,,,,,,"CSS, HTML, Microsoft ASP.NET, PHP",,,"Neustar UltraDNS","MooTools, script.aculo.us",,,,,
"Home State Bank",,,,,,,,,,,,,,,,,"Microsoft ASP.NET",,,,,,,,"CenturyLink",
"Homefield Credit Union",,,,,,,,"MaxCDN",,,,,,,,,"Microsoft ASP.NET",,,,,,,,,
"HomeStar Bank & Financial Services","Google Tag Manager",,,,,,,"MaxCDN",,,,,,,,,,,,,"Bootstrap",,,,,
"HomeTown Bank Minnesota",,,,"MonsterInsights",,,,,,"Yoast",,,,,,,,,,,,,,,,
"HomeTrust Bank","Google Tag Manager",,,"MonsterInsights",,,,"WordPress",,"Yoast","Jack Henry Banking, Jack Henry CIF 20/20",,,,,,"Microsoft ASP.NET",,,,"Bootstrap, Jenkins, Modernizr, Selenium","Barracuda Email Security",,,,"GreenSock"
"Honesdale National Bank",,,,,,,,,,,,,,,,,"Microsoft ASP.NET",,,,,,,,,
"Honor Credit Union","Google Tag Manager",,,"Google Analytics",,"BoldChat",,,,"AddThis",,,,,,,"Microsoft ASP.NET",,,,,,,,,
"Howard Bank",,,,"MonsterInsights",,,,"MaxCDN, WordPress",,,,,,,,,,,,,,"Symantec MessageLabs",,,"Level 3 Communications, ShoreTel","GreenSock"
"Hudson Valley Bank",,,,"Google Analytics, Verint Systems",,"Act-On","Microsoft Active Directory","Dell EqualLogic","Microsoft SQL Server",,,,,,"Verint Workforce Management",,"Microsoft ASP.NET",,"IBM MaaS360",,"Apache","Barracuda Networks, Barracuda Web Application Firewall, Cisco IronPort","Apache Servers",,"Cisco Systems, Windstream Communications","Citrix, Citrix XenApp (formerly MetaFrame and Presentation Server), VMware, VMware ESX Server, VMware Virtual Infrastructure"
"Hughes Federal Credit Union","Facebook Pixel, Google AdSense",,,,,,,,,,,,,,"Kronos SaaShr",,"Microsoft ASP.NET",,,,"MooTools",,,,"CenturyLink","VMware"
"IAM Community Federal Credit Union",,,,,,,,,,,,,,,,,,,,,,,,,,
"Idaho First Bank",,,,"Google Analytics",,,,,,,,,,,,,"Microsoft ASP.NET",,,,,,,,"Level 3 Communications",
"Illiana Financial CU",,,,"Google Analytics",,,,,,,,,,,,,,,,,,,,,,
"Industrial Bank",,,,,,,,,,,,,,,,,,,,,"Modernizr",,,,,
"Industrial Federal Credit Union",,,,"Google Analytics",,"MailChimp",,"WordPress",,"Yoast",,,,,,,,,,,"Bootstrap, Modernizr",,,,,
"INSOUTH Bank",,,,"Google Analytics",,,,"WordPress",,"Yoast",,,,,,,"CSS",,,,"Adobe, Adobe Dreamweaver, MooTools","Cisco IronPort","Microsoft Internet Information Services (IIS)",,"AT&T, Cisco Systems",
"Intercity State Bank",,,,"Google Analytics, MonsterInsights",,,,"WordPress",,,,,,,,,,,,,,,,,,
"Interra Credit Union","Facebook Pixel",,,"Google Analytics",,,,,,,"logicpath",,,,,,"Microsoft ASP.NET",,,,,"McAfee VirusScan","Apache Servers",,,
"InTouch Credit Union","Google Tag Manager",,,,,,,,,"Siteimprove",,,,,,,,,,,,"Cisco IronPort",,,,
"INTRUST Bank","Google Tag Manager",,,,,,,,,,,,,,,,,,,,,,,,"AT&T, Avaya, Avaya Aura Contact Center, Cisco Systems",
"InvesTex Credit Union",,,,,,,,,,,,,,,,,,,,,,,,,,
"Isabella Bank","Google Tag Manager",,,"Google Analytics",,,,,,,"Jack Henry Banking, Jack Henry Banking NetTeller",,,,,,"jQuery",,,"GeoTrust, Joomla, Qwest iQ Networking","Apache, Modernizr, MooTools, Slick","Jack Henry Yellow Hammer ACH Origination, Jack Henry Yellow Hammer BSA, Jack Henry Yellow Hammer EFT Fraud Detective, Jack Henry Yellow Hammer Fraud Detective","Apache Servers, Apache Tomcat, Microsoft Internet Information Services (IIS)",,"Cisco Systems, Cisco Telephony Hardware, Cisco Unity System, Frontier Communications",
"Island Federal Credit Union",,,,"Google Analytics",,,,,,,,,,,,,,,,,"Bootstrap, Modernizr",,,,,
"ISSB",,,,,,,,,,,,,,,,,,,,,,,,,"Alliance Connect",
"Itasca Bank & Trust Co.",,,,"Google Analytics",,,,,,,,,,,,,"Microsoft ASP.NET",,,,,,,,,
"Ixonia Bank",,,,,,,,,,,,,,,,,"Microsoft ASP.NET",,,,,"McAfee VirusScan",,,,
"Jackson County Bank","SiteScout",,,,,,"Microsoft Active Directory",,,,,,,,,,,,,,,"AppRiver",,,"Frontier Communications",
"Jax Federal Credit Union","Facebook Pixel",,,"Google Analytics",,"Hotjar, LivePerson",,"WordPress",,"WooCommerce, Yoast",,,,,,,,,,,,,,,"Level 3 Communications, T-Mobile",
"Jefferies",,,,"Apache Hadoop, IBM Cognos Business Intelligence, IBM Tivoli Workload Scheduler, QlikView, SAP BusinessObjects, Splunk, Thomson ONE Analytics","Alfresco ECM, Atlassian, Cisco WebEx, IBM Domino (formerly IBM Lotus Domino), IBM WebSphere MQ (MQSeries), LogMeIn Remote Control, Microsoft ActiveSync, Microsoft Exchange, Microsoft Office 365, Microsoft Outlook, Microsoft SharePoint, Polycom Video Conferencing","Oracle RightNow Cloud Service, Salesforce.com CRM","AquaFold, BMC, BMC ADDM, BMC Atrium CMDB, CA Datacom, Cisco Fabric Manager, Dell EMC Unisphere, Informatica, Microsoft Active Directory, Microsoft SQL Server Analysis Services (SSAS), Microsoft SQL Server Reporting Services (SSRS), Microsoft Windows Communication Foundation (WCF), Microsoft Windows Presentation Foundation (WPF), Oracle, Reuters BridgeStation, Riverbed SteelCentral (Formerly Cascade), Sybase Database, TIBCO, Varonis Data Protection & Management","Dell EMC CLARiiON, Dell EMC Data Domain, Dell EMC Navisphere, Dell EMC PowerPath, Dell EMC RecoverPoint, Dell EMC Symmetrix (VMAX), Dell EMC TimeFinder, Dell EMC VNX Unified Storage, EMC Celerra, EMC Centera, EMC Legato, EMC Network Storage, Iron Mountain, LiveVault, NetApp, NetApp SAN, Nimble Storage, Symantec Veritas","Kx Systems Database (KDB), Microsoft SQL Server, Microsoft SQL Server 2008, Microsoft SQL Server Integration Services (SSIS), Microsoft Team Foundation Server (TFS), MySQL, Oracle Database (RDBMS), Oracle Database 11g, PostgreSQL, Sybase","Salesforce Commerce Cloud (Formerly Demandware)","Black Mountain Systems, Bloomberg, CorelDRAW, Fidessa, Oracle Applications","Apptio, Oracle Hyperion, Oracle PeopleSoft Enterprise, Oracle PeopleSoft Financial Management, SAP, SAP Enterprise Resource Planning (ERP), SAP ERP Central Component (ECC)","Advent Axys, ComSci","Apple iOS, HP Printers, Lenovo Laptops, Linux, Microsoft Windows 7, Oracle Solaris (Formerly Sun Solaris)","ADP, Kronos Workforce Central, Kronos Workforce Management, Oracle PeopleSoft Enterprise HCM","Atlassian JIRA, BMC Remedy IT Service Management Suite, DameWare, Dell EMC Ionix, HP OpenView, IBM Tivoli, LANDESK Service Desk, LANDESK Software, Puppet","Java, jQuery, Microsoft ASP.NET, Microsoft Visual Basic (VB, includes 6), Perl, PHP, UNIX Shell Scripts",,"Android Devices, Android OS, Apple iPad, Blackberry Enterprise Server (BES), MobileIron Mobile Device Management","Brocade, Cisco IOS, Cisco Routers and Switches, Cisco Systems Network Infrastructure, Cisco Unified Computing System (UCS), Cisco VPN, Juniper Networks, LogMatrix NerveCenter, Polycom, Riverbed, Syndtrak","ActiveX, AngularJS, Apache, Apache HBase, Jenkins, LINQ, MadCap Software, Microsoft .NET Framework, Microsoft Silverlight, Microsoft Visual Studio, NodeJS (Node.js), Selenium, Sybase PowerBuilder","Blue Coat Systems, Juniper NetScreen Series Security, McAfee (formerly Intel Security), McAfee ePolicy Orchestrator (EPO), McAfee Management Console, Rapid7 NeXpose, RSA, RSA SecurID, Symantec, Symantec Ghost Solution Suite, Symantec MessageLabs, Veritas Infoscale Availability (Formerly Cluster Server)","Apache Servers, Gentoo Linux, HP BladeSystem, HP Proliant Servers, Microsoft Exchange Server 2010, Microsoft Exchange Server 2013, Microsoft Windows Servers, UNIX",,"Avaya, Avaya Octel, Avaya Telephony Hardware, Cisco Systems, Cisco Telephony Hardware, Cisco Unified Communications, Cisco Unified Communications Manager (CUCM) (Formerly CallManager), Cisco Unity System, IPC Turrets / Dealerboards, NEC PBX, Verizon Wireless","Citrix, Citrix XenDesktop, VMware, VMware ESX Server, VMware vCenter, VMware vMotion, VMware vSphere"
"Johns Hopkins Federal Credit Union",,,,"Google Analytics",,,,,,,,,,,,,,,,,"Modernizr",,,,,
"Jonah Bank Of Wyoming",,,,"Google Analytics",,,,,,,,,,,,,,,,,,,,,,
"Jordan Federal Credit Union","Google AdWords, Google DoubleClick products (AdMeld)",,,"Google Analytics",,,,"WordPress",,,,,,,,,"Microsoft ASP.NET",,,,,,,,,
"Kalsee Credit Union",,,,,,,,"WordPress",,,,,,,,,"Microsoft ASP.NET",,,,"Modernizr",,,,,
"Kauai Community Federal Credit Union",,,,"Google Analytics",,,,,,,,,,,,,,,,,,,,,,
"Kearny Bank","Google Tag Manager",,,,,,,,,,,,,,,,,,,,,"McAfee VirusScan",,,"Verizon Wireless",
"KEB Hana Bank USA",,,,"Google Analytics",,,"Teradata",,,,,,,,,,"CSS, jQuery",,,,,,"Microsoft Internet Information Services (IIS)",,,
"Keesler Federal Credit Union",,,,"Google Analytics",,"LivePerson, Mouseflow",,,,,"Jack Henry Banking, Jack Henry Synapsys, Symitar",,"Equifax",,,,"Microsoft ASP.NET",,,,,,,,"Cisco Unity System, Level 3 Communications",
"Keys Federal Credit Union","Google Tag Manager",,,,,,,,,,"Doxim Client Onboarding",,,,,,,,,,,,,,,
"Kish Bank",,,"Snodgrass","Google Analytics",,,,"MaxCDN",,,,,,,,,"CSS, jQuery, Microsoft ASP.NET",,,,,,"Microsoft Internet Information Services (IIS)",,,
"Kitsap Bank",,,,"Google Analytics",,,,,,"AddThis",,,,,,,"Microsoft ASP.NET",,,,"Modernizr",,,,,
"Kitsap Credit Union",,,,,,,,,,,,,,,,,,,,,,,,,,
"KS Bank",,,,,,,,,,,,,,,,,,,,,"Modernizr",,,,"Carolina Tel",
"L & N Federal Credit Union",,,,,,,,,,,,"RedBeam",,,,,,,,,,"McAfee VirusScan",,,,
"LA Financial Credit Union","Google Tag Manager",,,"Google Analytics",,,,"WordPress",,,,,,,,,,,,,,,,,"Windstream Communications",
"Lake City Bank",,,,,,,,,,"Yoast",,,,,,,,,,,,"Symantec MessageLabs",,,"CenturyLink",
"Lake Elmo Bank","Google Tag Manager",,,,,,,,,,,,,,,,,,,,,,"Apache Servers",,"CenturyLink, Ovation Communication",
"Lake Michigan Credit Union","Google Tag Manager",,,,"Microsoft Exchange, Microsoft Outlook, Microsoft SharePoint","LivePerson","Microsoft Active Directory, Microsoft SQL Server Reporting Services (SSRS), Travitor Learning Management Software (LMS)",,"Microsoft SQL Server, Microsoft SQL Server Integration Services (SSIS)",,,,,,"iCIMS Recruiting & Applicant Tracking",,"SQL",,"BlackBerry","Cisco Application Control Engine (ACE), Cisco Routers and Switches","Microsoft Visio","Cisco Adaptive Security Appliance (ASA)","IBM Servers, Microsoft Exchange Server 2010, Microsoft Internet Information Services (IIS)",,"AT&T, Cisco IP Telephony (VoIP), Cisco Systems, Cisco Telephony Hardware, Cisco Unity System, Nortel VoIP","Citrix, VMware"
"Lake Sunapee Bank",,,,"Google Analytics","Microsoft Exchange",,"Microsoft Active Directory",,,,,,,,,,"CSS, jQuery, Microsoft ASP.NET, VBScript",,,,,"Symantec, Veritas Backup Exec",,,"CTC Communications",
"Lakeland Bank","Facebook Pixel, Google AdWords",,,,"Google G Suite (Google Apps)",,"IBM Cognos Impromptu, Microsoft Active Directory",,,,"Diebold Opteva",,,,"iCIMS Recruiting & Applicant Tracking","BMC Track-It!","Microsoft Visual Basic (VB, includes 6)",,,,"Apache",,"Apache Servers",,,"Citrix"
"Lakeside Bank",,,,,,,,,,"Yoast",,,,,,,"Microsoft ASP.NET",,,,,,,,,
"Landings Credit Union","Google AdWords, Google DoubleClick products (AdMeld)",,,"Google Analytics",,"LivePerson",,"MaxCDN",,,,,,,,,,,,,"Bootstrap",,,,,
"Landmark Bank",,,,"Google Analytics","Microsoft Exchange, Microsoft SharePoint, Skype for Business (formerly Lync Online)",,"Microsoft Active Directory, Microsoft Windows Server Update Services (WSUS)","Dell EMC, SmartSync","Microsoft SQL Server, Microsoft SQL Server 2008","Crazy Egg",,"Nintex",,"Microsoft Windows 7",,"BMC Track-It!, SolarWinds","AJAX, jQuery, SQL",,,,"JSON","Barracuda NG Firewall, Fortinet FortiGate Network Security, LastPass, Netwrix, Symantec, Symantec Endpoint Protection, Symantec Ghost Solution Suite","Microsoft Exchange Server 2010, Microsoft Windows Servers",,"ShoreTel, Socket Telecom","Citrix, Citrix XenApp (formerly MetaFrame and Presentation Server), Microsoft Hyper-V, VMware"
"Landmark Credit Union",,,,,,,,,,,,,,,,,,,,,,,,,,
"Langley Federal Credit Union","Google AdWords",,,"Google Analytics, SAP Crystal Reports","Avaya Modular Messaging, Microsoft Exchange","HappyOrNot, Marketo Lead Tracking (Munchkin)","Hyland OnBase ECM, IBM Cognos TM1, Microsoft SQL Server Reporting Services (SSRS), Microsoft System Center Operations Manager (SCOM), Microsoft Windows Server Update Services (WSUS)","HP EVA Storage, IBM InfoSphere DataStage, OpenText ApplicationXtender","Microsoft SQL Server",,"Microsoft System Center Configuration Manager (SCCM), Symitar","SAP","SpendMap","Fujitsu Scanners, HP-UX",,"Microsoft System Center Service Manager (SCSM), System Center Virtual Machine Manager (SCVMM)","Microsoft ASP.NET, Microsoft Visual Basic (VB, includes 6), Microsoft Visual C#, SQL, VBScript",,,"Cisco Unified Computing System (UCS)","Microsoft .NET Framework, Modernizr","Barracuda Networks Spam Filter, Cisco IronPort, McAfee (formerly Intel Security), McAfee NitroView, Symantec, Symantec AntiVirus Corporate Edition, Symitar Episys","Microsoft Windows Servers, UNIX",,"Cisco Systems","Microsoft Hyper-V, VMware, VMware vCenter"
